transcript	WormBaseGeneID	GeneName	biotype	strain	expression
C41D11.1e.1	WBGene00016561	eri-6	mRNA	ED3052	0.13339314484481
C41D11.1e.1	WBGene00016561	eri-6	mRNA	ED3073	0.235805805671398
C41D11.1e.1	WBGene00016561	eri-6	mRNA	ED3077	0.114952250409057
C41D11.1e.1	WBGene00016561	eri-6	mRNA	EG4347	0.3173448380118
C41D11.1e.1	WBGene00016561	eri-6	mRNA	EG4724	0.583641076099202
C41D11.1e.1	WBGene00016561	eri-6	mRNA	EG4946	0.0692681699033938
C41D11.1e.1	WBGene00016561	eri-6	mRNA	GXW1	0.417429741844325
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JT11398	0.304096095172334
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU1088	0.354884392979248
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU1172	-0.114099555221663
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU1200	0.0569018018855508
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU1212	-0.0472100469675013
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU1213	0.522630633294735
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU1242	0.540562124128368
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU1246	0.179094671528743
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU1395	0.590356071487495
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU1409	0.195672146465261
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU1440	-0.244606619300838
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU1491	0.200282300179418
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU1530	0.388120588774697
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU1543	0.561945064998479
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU1568	0.364604476075
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU1581	0.22228074032899
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU1586	0.428311249234345
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU1652	0.115853490497713
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU1666	0.21742870897863
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU1792	0.426049896011133
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU1793	0.112324215463086
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU1808	0.773300618934082
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU1896	1.51972970008414
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU1934	0.0714117321618132
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU2001	-0.0464529609494388
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU2007	-0.889824853319692
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU2016	0.293263733500724
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU2017	0.130485742960109
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU2106	-0.853977551457079
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU2131	0.563832196863851
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU2141	0.198644644796934
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU2234	0.845826532098287
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU2250	0.209527453418864
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU2257	-0.0942474944220938
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU2464	0.183070262479721
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU2466	0.233263097631719
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU2478	0.572936220998581
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU2513	0.0403588464815783
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU2519	0.491818787720181
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU2522	0.465503924373846
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU2526	0.512058889201643
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU2534	0.257628621599785
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU2565	0.440538975293872
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU2566	0.409858785446015
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU2570	0.342578311720685
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU2572	0.670422478887393
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU2575	0.541254500799145
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU2576	0.32861045410368
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU2578	0.390327488723589
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU2581	0.559200567837278
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU2586	0.332141645740943
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU2592	0.440161911970272
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU2600	0.289160469554316
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU2610	0.629813124572018
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU2619	0.258398670676572
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU2811	0.116883759544595
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU2838	0.510561703701223
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU2841	0.310992207168088
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU2853	0.428844629226062
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU2862	0.467544967025413
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU2866	0.417270254498498
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU2879	0.40454148535871
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU2906	0.328445023307796
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU2907	0.441443963087652
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU310	0.185006182175359
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU311	-0.119490827887169
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU3128	0.41202940173255
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU3132	0.39451958944686
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU3134	0.457886296394736
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU3140	0.562206444493258
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU3144	0.471921429062731
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU323	0.53416876150792
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU346	0.149380797231765
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU360	0.160750892873994
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU367	0.443546778513675
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU394	0.211187463762831
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU397	0.528944082294712
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU406	0.203455548807541
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU440	0.209066836798537
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU642	-0.712612425020659
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU774	0.157548923482948
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU775	0.417430973838879
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU778	0.161614368231917
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU782	0.438054751739343
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU792	0.268887979345275
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU830	0.0989942026591765
C41D11.1e.1	WBGene00016561	eri-6	mRNA	JU847	0.00593124927451295
C41D11.1e.1	WBGene00016561	eri-6	mRNA	KR314	0.286635665788028
C41D11.1e.1	WBGene00016561	eri-6	mRNA	LKC34	0.342586970697635
C41D11.1e.1	WBGene00016561	eri-6	mRNA	MY1	-0.304695835565386
C41D11.1e.1	WBGene00016561	eri-6	mRNA	MY10	0.20001462831984
C41D11.1e.1	WBGene00016561	eri-6	mRNA	MY16	0.498503826078439
C41D11.1e.1	WBGene00016561	eri-6	mRNA	MY18	-0.602456803532906
C41D11.1e.1	WBGene00016561	eri-6	mRNA	MY2147	0.256818723873586
C41D11.1e.1	WBGene00016561	eri-6	mRNA	MY2212	0.44734530280797
C41D11.1e.1	WBGene00016561	eri-6	mRNA	MY23	0.3601415183974
C41D11.1e.1	WBGene00016561	eri-6	mRNA	MY2573	0.137998296099417
C41D11.1e.1	WBGene00016561	eri-6	mRNA	MY2585	-0.0674001332509319
C41D11.1e.1	WBGene00016561	eri-6	mRNA	MY2713	0.307222191197165
C41D11.1e.1	WBGene00016561	eri-6	mRNA	MY518	0.250131237061809
C41D11.1e.1	WBGene00016561	eri-6	mRNA	MY772	0.382750780358353
C41D11.1e.1	WBGene00016561	eri-6	mRNA	MY795	0.204441997143147
C41D11.1e.1	WBGene00016561	eri-6	mRNA	MY920	0.398721092234854
C41D11.1e.1	WBGene00016561	eri-6	mRNA	N2	0.227746637135435
C41D11.1e.1	WBGene00016561	eri-6	mRNA	NIC1	0.400116925079492
C41D11.1e.1	WBGene00016561	eri-6	mRNA	NIC166	0.195773634338273
C41D11.1e.1	WBGene00016561	eri-6	mRNA	NIC199	0.0937082257035844
C41D11.1e.1	WBGene00016561	eri-6	mRNA	NIC2	0.214409825399094
C41D11.1e.1	WBGene00016561	eri-6	mRNA	NIC207	0.183197432700224
C41D11.1e.1	WBGene00016561	eri-6	mRNA	NIC231	0.161224284722765
C41D11.1e.1	WBGene00016561	eri-6	mRNA	NIC236	0.169475697648053
C41D11.1e.1	WBGene00016561	eri-6	mRNA	NIC242	-0.0527980831580044
C41D11.1e.1	WBGene00016561	eri-6	mRNA	NIC251	-0.956693508659056
C41D11.1e.1	WBGene00016561	eri-6	mRNA	NIC252	0.453439444427325
C41D11.1e.1	WBGene00016561	eri-6	mRNA	NIC255	0.0267820420615723
C41D11.1e.1	WBGene00016561	eri-6	mRNA	NIC256	0.274071314715404
C41D11.1e.1	WBGene00016561	eri-6	mRNA	NIC258	0.777648584254935
C41D11.1e.1	WBGene00016561	eri-6	mRNA	NIC259	0.0511501540889162
C41D11.1e.1	WBGene00016561	eri-6	mRNA	NIC260	0.183759602796251
C41D11.1e.1	WBGene00016561	eri-6	mRNA	NIC261	0.565853430984465
C41D11.1e.1	WBGene00016561	eri-6	mRNA	NIC265	-0.740958651836374
C41D11.1e.1	WBGene00016561	eri-6	mRNA	NIC266	-0.0157406576364278
C41D11.1e.1	WBGene00016561	eri-6	mRNA	NIC267	0.336067232732821
C41D11.1e.1	WBGene00016561	eri-6	mRNA	NIC268	0.813888724649064
C41D11.1e.1	WBGene00016561	eri-6	mRNA	NIC271	0.262236771059716
C41D11.1e.1	WBGene00016561	eri-6	mRNA	NIC274	0.100769126386591
C41D11.1e.1	WBGene00016561	eri-6	mRNA	NIC275	0.533243811681652
C41D11.1e.1	WBGene00016561	eri-6	mRNA	NIC276	-0.0238562754332266
C41D11.1e.1	WBGene00016561	eri-6	mRNA	NIC277	0.0908343763589462
C41D11.1e.1	WBGene00016561	eri-6	mRNA	NIC3	0.272229361154656
C41D11.1e.1	WBGene00016561	eri-6	mRNA	NIC501	0.415199608666505
C41D11.1e.1	WBGene00016561	eri-6	mRNA	NIC511	0.360903879728317
C41D11.1e.1	WBGene00016561	eri-6	mRNA	NIC513	1.17567075457561
C41D11.1e.1	WBGene00016561	eri-6	mRNA	NIC514	0.376177054033793
C41D11.1e.1	WBGene00016561	eri-6	mRNA	NIC515	0.478298758213696
C41D11.1e.1	WBGene00016561	eri-6	mRNA	NIC523	0.161187819435566
C41D11.1e.1	WBGene00016561	eri-6	mRNA	NIC526	-0.691327828180113
C41D11.1e.1	WBGene00016561	eri-6	mRNA	NIC527	0.363405799873886
C41D11.1e.1	WBGene00016561	eri-6	mRNA	NIC528	-0.566022872508171
C41D11.1e.1	WBGene00016561	eri-6	mRNA	NIC529	0.163175042904978
C41D11.1e.1	WBGene00016561	eri-6	mRNA	PB306	0.254103761612504
C41D11.1e.1	WBGene00016561	eri-6	mRNA	PS2025	0.125732828967122
C41D11.1e.1	WBGene00016561	eri-6	mRNA	PX179	0.168442249326031
C41D11.1e.1	WBGene00016561	eri-6	mRNA	QG2075	1.09410073819313
C41D11.1e.1	WBGene00016561	eri-6	mRNA	QG556	0.744000742280474
C41D11.1e.1	WBGene00016561	eri-6	mRNA	QW947	-0.0491481112754354
C41D11.1e.1	WBGene00016561	eri-6	mRNA	QX1212	0.175333158336369
C41D11.1e.1	WBGene00016561	eri-6	mRNA	QX1233	0.464307808670711
C41D11.1e.1	WBGene00016561	eri-6	mRNA	QX1791	-0.570391588592729
C41D11.1e.1	WBGene00016561	eri-6	mRNA	QX1792	0.505962755788157
C41D11.1e.1	WBGene00016561	eri-6	mRNA	QX1793	0.404098604172103
C41D11.1e.1	WBGene00016561	eri-6	mRNA	QX1794	0.444914666897783
C41D11.1e.1	WBGene00016561	eri-6	mRNA	RC301	0.562307958272369
C41D11.1e.1	WBGene00016561	eri-6	mRNA	WN2050	0.278526161802221
C41D11.1e.1	WBGene00016561	eri-6	mRNA	XZ1513	0.499480033154954
C41D11.1e.1	WBGene00016561	eri-6	mRNA	XZ1515	0.37338490375059
C41D11.1e.1	WBGene00016561	eri-6	mRNA	XZ1516	-0.883543095102658
C41D11.1f.1	WBGene00016561	eri-6	mRNA	AB1	1.24569201964294
C41D11.1f.1	WBGene00016561	eri-6	mRNA	BRC20067	1.84862955828129
C41D11.1f.1	WBGene00016561	eri-6	mRNA	BRC20263	1.81045179015624
C41D11.1f.1	WBGene00016561	eri-6	mRNA	CB4852	1.59839325506197
C41D11.1f.1	WBGene00016561	eri-6	mRNA	CB4855	1.48905900253716
C41D11.1f.1	WBGene00016561	eri-6	mRNA	CB4856	-0.355464057752749
C41D11.1f.1	WBGene00016561	eri-6	mRNA	CB4857	1.71689147941599
C41D11.1f.1	WBGene00016561	eri-6	mRNA	CB4858	1.88306480936538
C41D11.1f.1	WBGene00016561	eri-6	mRNA	CX11254	3.04010575295184
C41D11.1f.1	WBGene00016561	eri-6	mRNA	CX11262	1.87747551756502
C41D11.1f.1	WBGene00016561	eri-6	mRNA	CX11264	2.10960738295896
C41D11.1f.1	WBGene00016561	eri-6	mRNA	CX11271	1.52928613393136
C41D11.1f.1	WBGene00016561	eri-6	mRNA	CX11276	1.65772390480238
C41D11.1f.1	WBGene00016561	eri-6	mRNA	CX11285	1.50844758076701
C41D11.1f.1	WBGene00016561	eri-6	mRNA	CX11292	2.12606323233544
C41D11.1f.1	WBGene00016561	eri-6	mRNA	CX11307	1.2243980465172
C41D11.1f.1	WBGene00016561	eri-6	mRNA	CX11314	2.11384501525251
C41D11.1f.1	WBGene00016561	eri-6	mRNA	CX11315	1.88511425638314
C41D11.1f.1	WBGene00016561	eri-6	mRNA	DL200	1.53498157642803
C41D11.1f.1	WBGene00016561	eri-6	mRNA	DL226	1.41618024522561
C41D11.1f.1	WBGene00016561	eri-6	mRNA	DL238	-0.460397739892834
C41D11.1f.1	WBGene00016561	eri-6	mRNA	ECA189	1.51769519865559
C41D11.1f.1	WBGene00016561	eri-6	mRNA	ECA348	2.19013513178176
C41D11.1f.1	WBGene00016561	eri-6	mRNA	ECA349	2.03045843517095
C41D11.1f.1	WBGene00016561	eri-6	mRNA	ECA363	-0.335368321137193
C41D11.1f.1	WBGene00016561	eri-6	mRNA	ECA372	1.67049785766271
C41D11.1f.1	WBGene00016561	eri-6	mRNA	ECA592	1.65796849426958
C41D11.1f.1	WBGene00016561	eri-6	mRNA	ECA594	2.11402920008583
C41D11.1f.1	WBGene00016561	eri-6	mRNA	ECA703	-0.662756105614642
C41D11.1f.1	WBGene00016561	eri-6	mRNA	ECA705	2.0136256351483
C41D11.1f.1	WBGene00016561	eri-6	mRNA	ECA710	2.29547174822396
C41D11.1f.1	WBGene00016561	eri-6	mRNA	ECA738	1.98229824682481
C41D11.1f.1	WBGene00016561	eri-6	mRNA	ECA743	1.46006379976705
C41D11.1f.1	WBGene00016561	eri-6	mRNA	ECA745	0.329692999709025
C41D11.1f.1	WBGene00016561	eri-6	mRNA	ECA777	1.55383020439584
C41D11.1f.1	WBGene00016561	eri-6	mRNA	ECA812	-0.820490512411018
C41D11.1f.1	WBGene00016561	eri-6	mRNA	ECA923	2.46266409731491
C41D11.1f.1	WBGene00016561	eri-6	mRNA	ED3005	1.8151305176264
C41D11.1f.1	WBGene00016561	eri-6	mRNA	ED3012	1.61193847568538
C41D11.1f.1	WBGene00016561	eri-6	mRNA	ED3017	1.30717230221772
C41D11.1f.1	WBGene00016561	eri-6	mRNA	ED3040	1.36326236515333
C41D11.1f.1	WBGene00016561	eri-6	mRNA	ED3048	1.47233486822726
C41D11.1f.1	WBGene00016561	eri-6	mRNA	ED3049	1.4770636641543
C41D11.1f.1	WBGene00016561	eri-6	mRNA	ED3052	1.55920623177538
C41D11.1f.1	WBGene00016561	eri-6	mRNA	ED3073	1.09902784549512
C41D11.1f.1	WBGene00016561	eri-6	mRNA	ED3077	1.10025132561936
C41D11.1f.1	WBGene00016561	eri-6	mRNA	EG4347	1.58253997819683
C41D11.1f.1	WBGene00016561	eri-6	mRNA	EG4724	1.3406092094591
C41D11.1f.1	WBGene00016561	eri-6	mRNA	EG4946	1.36521352685805
C41D11.1f.1	WBGene00016561	eri-6	mRNA	GXW1	1.5158641522915
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JT11398	1.57940462701654
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU1088	1.51559846897451
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU1172	1.51177232885612
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU1200	0.96348248547507
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU1212	0.849337781907842
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU1213	1.61897283905206
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU1242	1.37621711152539
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU1246	1.2929202436076
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU1395	1.57381258402427
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU1409	1.62523144641711
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU1440	1.17136641189695
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU1491	1.30531727199704
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU1530	1.85478416666026
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU1543	1.458667634071
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU1568	1.24158457812698
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU1581	1.21153611092818
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU1586	1.86140584878761
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU1652	1.15270958340434
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU1666	1.33192191461302
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU1792	1.09007072610165
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU1793	1.37459612186841
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU1808	1.88731927321252
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU1896	0.819934087255453
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU1934	1.03308901617605
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU2001	1.16917418860083
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU2007	-0.795991325501036
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU2016	1.83516455579575
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU2017	1.61964097929858
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU2106	-0.663914955364464
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU2131	1.56467066833967
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU2141	1.30648010993573
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU2234	1.78830449066895
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU2250	1.30566207750685
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU2257	1.25456357908272
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU2464	1.04967735729109
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU2466	1.27438584170277
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU2478	1.85036228505581
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU2513	1.32106214472926
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU2519	1.77633709583036
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU2522	1.2034628867841
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU2526	1.36340639916231
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU2534	1.74525925633703
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU2565	1.6389634614802
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU2566	1.02665592482224
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU2570	1.49600975711776
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU2572	1.1565252864771
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU2575	1.14157233936238
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU2576	1.55229002793319
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU2578	1.55085955647105
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU2581	1.59938784025275
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU2586	1.1522184003863
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU2592	1.58903504364932
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU2600	1.38372171500472
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU2610	1.40213673384689
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU2619	1.70254832697391
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU2811	1.49833695016299
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU2838	1.84759951860885
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU2841	1.67134396889202
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU2853	1.78364422654989
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU2862	1.5593249519783
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU2866	1.82870608662945
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU2879	1.68658931011308
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU2906	1.35947275446368
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU2907	1.47296784353467
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU310	1.59224563243576
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU311	0.973507245501468
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU3128	1.16271847446509
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU3132	1.18671454449193
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU3134	1.21250394270536
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU3140	1.19864066029801
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU3144	1.39543240171792
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU323	2.18239942859976
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU346	1.54993801332943
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU360	1.47537415107947
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU367	1.52345554660377
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU394	0.984575668379155
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU397	1.61439227678066
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU406	1.21508492377727
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU440	1.57047756086261
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU642	-0.652382082605645
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU774	1.50334385535831
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU775	1.21768529717541
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU778	0.723811218286255
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU782	0.823624949633832
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU792	0.984049493032339
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU830	1.5402649999609
C41D11.1f.1	WBGene00016561	eri-6	mRNA	JU847	0.787929493151384
C41D11.1f.1	WBGene00016561	eri-6	mRNA	KR314	1.0448734924821
C41D11.1f.1	WBGene00016561	eri-6	mRNA	LKC34	1.08189287681872
C41D11.1f.1	WBGene00016561	eri-6	mRNA	MY1	0.923967563089118
C41D11.1f.1	WBGene00016561	eri-6	mRNA	MY10	1.63747490329386
C41D11.1f.1	WBGene00016561	eri-6	mRNA	MY16	1.84458845837019
C41D11.1f.1	WBGene00016561	eri-6	mRNA	MY18	-0.552636817004271
C41D11.1f.1	WBGene00016561	eri-6	mRNA	MY2147	1.01786394007686
C41D11.1f.1	WBGene00016561	eri-6	mRNA	MY2212	1.30867591018583
C41D11.1f.1	WBGene00016561	eri-6	mRNA	MY23	1.80092752017633
C41D11.1f.1	WBGene00016561	eri-6	mRNA	MY2573	1.13703698459807
C41D11.1f.1	WBGene00016561	eri-6	mRNA	MY2585	0.986960569552243
C41D11.1f.1	WBGene00016561	eri-6	mRNA	MY2713	1.65617993969536
C41D11.1f.1	WBGene00016561	eri-6	mRNA	MY518	1.39085734097147
C41D11.1f.1	WBGene00016561	eri-6	mRNA	MY772	1.46235298762208
C41D11.1f.1	WBGene00016561	eri-6	mRNA	MY795	1.76641425560289
C41D11.1f.1	WBGene00016561	eri-6	mRNA	MY920	1.51045813844983
C41D11.1f.1	WBGene00016561	eri-6	mRNA	N2	1.56814449115681
C41D11.1f.1	WBGene00016561	eri-6	mRNA	NIC1	1.50325707039052
C41D11.1f.1	WBGene00016561	eri-6	mRNA	NIC166	1.06765475935641
C41D11.1f.1	WBGene00016561	eri-6	mRNA	NIC199	1.08112785032598
C41D11.1f.1	WBGene00016561	eri-6	mRNA	NIC2	1.63111257637373
C41D11.1f.1	WBGene00016561	eri-6	mRNA	NIC207	1.18983066962211
C41D11.1f.1	WBGene00016561	eri-6	mRNA	NIC231	1.16075144384157
C41D11.1f.1	WBGene00016561	eri-6	mRNA	NIC236	1.02735706217587
C41D11.1f.1	WBGene00016561	eri-6	mRNA	NIC242	1.20967091558664
C41D11.1f.1	WBGene00016561	eri-6	mRNA	NIC251	-0.547961644432122
C41D11.1f.1	WBGene00016561	eri-6	mRNA	NIC252	1.5780435288922
C41D11.1f.1	WBGene00016561	eri-6	mRNA	NIC255	0.917340628174924
C41D11.1f.1	WBGene00016561	eri-6	mRNA	NIC256	0.732475385556676
C41D11.1f.1	WBGene00016561	eri-6	mRNA	NIC258	2.13245795621378
C41D11.1f.1	WBGene00016561	eri-6	mRNA	NIC259	1.46503833440479
C41D11.1f.1	WBGene00016561	eri-6	mRNA	NIC260	1.10363471615636
C41D11.1f.1	WBGene00016561	eri-6	mRNA	NIC261	1.4649773589877
C41D11.1f.1	WBGene00016561	eri-6	mRNA	NIC265	-0.829860650745461
C41D11.1f.1	WBGene00016561	eri-6	mRNA	NIC266	1.29392940005404
C41D11.1f.1	WBGene00016561	eri-6	mRNA	NIC267	1.24289360552651
C41D11.1f.1	WBGene00016561	eri-6	mRNA	NIC268	1.58881777588551
C41D11.1f.1	WBGene00016561	eri-6	mRNA	NIC271	1.04655199442511
C41D11.1f.1	WBGene00016561	eri-6	mRNA	NIC274	1.41757854748017
C41D11.1f.1	WBGene00016561	eri-6	mRNA	NIC275	1.35541098834582
